Started
Accelerometer sample rate = 119.00 Hz

Acceleration in G's
X	Y	Z
-0.62	0.72	0.23
-0.62	0.72	0.25
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.62	0.71	0.27
-0.62	0.71	0.28
-0.62	0.71	0.29
-0.63	0.71	0.29
-0.63	0.71	0.30
-0.62	0.71	0.30
-0.62	0.71	0.29
-0.63	0.71	0.29
-0.63	0.71	0.29
-0.63	0.71	0.28
-0.62	0.71	0.27
-0.62	0.72	0.27
-0.63	0.71	0.26
-0.63	0.72	0.25
-0.62	0.72	0.24
-0.62	0.72	0.24
-0.62	0.72	0.24
-0.62	0.72	0.23
-0.62	0.72	0.23
-0.62	0.72	0.23
-0.62	0.72	0.23
-0.63	0.72	0.24
-0.63	0.72	0.24
-0.62	0.72	0.25
-0.62	0.72	0.25
-0.63	0.72	0.26
-0.63	0.71	0.27
-0.62	0.71	0.27
-0.62	0.71	0.28
-0.62	0.71	0.28
-0.63	0.71	0.28
-0.63	0.71	0.28
-0.62	0.71	0.28
-0.62	0.71	0.28
-0.62	0.71	0.28
-0.63	0.71	0.28
-0.63	0.71	0.27
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.72	0.25
-0.63	0.72	0.25
-0.62	0.72	0.25
-0.62	0.72	0.24
-0.62	0.72	0.24
-0.62	0.72	0.24
-0.63	0.71	0.24
-0.63	0.71	0.24
-0.63	0.72	0.25
-0.62	0.72	0.25
-0.62	0.72	0.25
-0.63	0.71	0.26
-0.64	0.71	0.26
-0.62	0.72	0.27
-0.62	0.72	0.27
-0.63	0.71	0.27
-0.63	0.71	0.28
-0.63	0.71	0.28
-0.62	0.71	0.27
-0.62	0.71	0.28
-0.62	0.71	0.27
-0.63	0.71	0.27
-0.63	0.71	0.27
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.72	0.25
-0.63	0.71	0.25
-0.62	0.72	0.25
-0.62	0.72	0.25
-0.62	0.72	0.24
-0.63	0.71	0.24
-0.63	0.71	0.25
-0.62	0.72	0.25
-0.62	0.72	0.25
-0.63	0.72	0.25
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.62	0.72	0.27
-0.63	0.71	0.27
-0.63	0.71	0.27
-0.62	0.71	0.27
-0.63	0.71	0.27
-0.63	0.71	0.27
-0.63	0.71	0.27
-0.62	0.71	0.27
-0.62	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.25
-0.62	0.72	0.25
-0.63	0.72	0.25
-0.63	0.71	0.25
-0.63	0.72	0.25
-0.62	0.72	0.25
-0.62	0.72	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.62	0.71	0.25
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.27
-0.62	0.71	0.27
-0.63	0.71	0.27
-0.63	0.71	0.27
-0.62	0.71	0.27
-0.62	0.71	0.27
-0.62	0.71	0.27
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.71	0.26
-0.62	0.72	0.26
-0.62	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.62	0.72	0.25
-0.62	0.72	0.25
-0.63	0.72	0.25
-0.63	0.71	0.25
-0.62	0.72	0.25
-0.62	0.72	0.25
-0.62	0.72	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.71	0.26
-0.62	0.72	0.26
-0.62	0.71	0.27
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.62	0.72	0.25
-0.62	0.72	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.71	0.26
-0.62	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.72	0.25
-0.63	0.71	0.25
-0.62	0.72	0.25
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.25
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.62	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.62	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.25
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.72	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.62	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.62	0.72	0.26
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.72	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.72	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.72	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.63	0.71	0.26
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.25
-0.63	0.71	0.26
-0.62	0.71	0.25
-0.63	0.71	0.25
-0.64	0.71	0.25
